cidade,estado,latitude,longitude,timestamp,temperatura_max,temperatura_min,prob_chuva_max,prob_chuva_media,prob_chuva_min,quantidade_chuva,sensacao_termica_max,sensacao_termica_min,velocidade_vento_max,direcao_vento,duracao_sol,uv_max
Progresso,Rio Grande do Sul,-29.2419958,-52.3108869,2025-05-12,20.0,9.5,0,0,0,0.0,19.4,9.0,10.7,84,34818.86,5.0
Protásio Alves,Rio Grande do Sul,-28.7586297,-51.4741516,2025-05-10,18.9,11.6,0,0,0,0.0,18.6,10.4,9.5,219,35005.35,5.2
Protásio Alves,Rio Grande do Sul,-28.7586297,-51.4741516,2025-05-11,18.2,6.2,0,0,0,0.0,17.2,4.9,6.8,131,34819.9,5.15
Protásio Alves,Rio Grande do Sul,-28.7586297,-51.4741516,2025-05-12,19.7,9.2,0,0,0,0.0,18.6,7.9,12.8,40,34856.52,5.1
Putinga,Rio Grande do Sul,-29.0017469,-52.1566367,2025-05-10,20.7,11.4,0,0,0,0.0,20.2,9.9,7.7,233,34563.23,5.1
Putinga,Rio Grande do Sul,-29.0017469,-52.1566367,2025-05-11,18.5,9.8,0,0,0,0.0,17.7,8.3,10.2,164,34635.19,5.05
Putinga,Rio Grande do Sul,-29.0017469,-52.1566367,2025-05-12,21.1,9.0,0,0,0,0.0,20.3,8.0,10.2,46,34888.44,5.0
Quaraí,Rio Grande do Sul,-30.3818093,-56.4526576,2025-05-10,23.9,10.4,0,0,0,0.0,23.5,10.3,9.1,257,32329.51,4.9
Quaraí,Rio Grande do Sul,-30.3818093,-56.4526576,2025-05-11,21.3,10.6,0,0,0,0.0,20.4,9.6,12.7,109,35066.2,4.8
Quaraí,Rio Grande do Sul,-30.3818093,-56.4526576,2025-05-12,21.8,10.2,0,0,0,0.0,21.5,8.6,14.1,86,35010.11,4.8
Quatro Irmãos,Rio Grande do Sul,-27.8229301,-52.4427548,2025-05-10,20.1,13.1,0,0,0,0.0,19.5,12.0,11.2,179,34406.92,5.4
Quatro Irmãos,Rio Grande do Sul,-27.8229301,-52.4427548,2025-05-11,19.0,10.1,0,0,0,0.0,18.1,8.6,11.2,120,35629.8,5.35
Quatro Irmãos,Rio Grande do Sul,-27.8229301,-52.4427548,2025-05-12,19.8,10.8,0,0,0,0.0,19.4,9.1,15.6,73,35923.73,5.3
Quevedos,Rio Grande do Sul,-29.3529828,-54.0687208,2025-05-10,21.1,12.0,0,0,0,0.0,20.6,10.6,9.9,219,34884.15,5.1
Quevedos,Rio Grande do Sul,-29.3529828,-54.0687208,2025-05-11,19.6,10.6,0,0,0,0.0,19.1,9.4,10.6,112,35374.03,5.05
Quevedos,Rio Grande do Sul,-29.3529828,-54.0687208,2025-05-12,21.8,9.4,0,0,0,0.0,21.4,8.1,18.2,57,35567.37,5.0
Quinze de Novembro,Rio Grande do Sul,-28.742279,-53.0951692,2025-05-10,21.4,14.7,0,0,0,0.0,21.1,14.5,9.7,206,35090.28,5.2
Quinze de Novembro,Rio Grande do Sul,-28.742279,-53.0951692,2025-05-11,21.1,10.5,0,0,0,0.0,20.8,9.9,11.8,108,35173.58,5.15
Quinze de Novembro,Rio Grande do Sul,-28.742279,-53.0951692,2025-05-12,22.3,11.1,0,0,0,0.0,22.0,10.2,16.2,68,34459.14,5.1
Redentora,Rio Grande do Sul,-27.6616073,-53.6421338,2025-05-10,21.4,12.4,0,0,0,0.0,20.5,11.7,11.2,168,34847.39,5.4
Redentora,Rio Grande do Sul,-27.6616073,-53.6421338,2025-05-11,20.5,9.5,0,0,0,0.0,19.4,8.3,11.2,131,36057.41,5.35
Redentora,Rio Grande do Sul,-27.6616073,-53.6421338,2025-05-12,21.3,12.1,0,0,0,0.0,21.0,10.8,15.8,74,35290.65,5.3
Relvado,Rio Grande do Sul,-29.1121081,-52.0713979,2025-05-10,22.0,11.2,8,1,0,0.0,22.2,9.8,7.7,230,34698.37,5.05
Relvado,Rio Grande do Sul,-29.1121081,-52.0713979,2025-05-11,19.0,9.5,0,0,0,0.0,18.3,8.3,11.5,151,34590.09,4.85
Relvado,Rio Grande do Sul,-29.1121081,-52.0713979,2025-05-12,21.4,9.4,0,0,0,0.0,21.2,8.6,9.7,48,34748.06,4.95
Restinga Sêca,Rio Grande do Sul,-29.8145611,-53.3734546,2025-05-10,22.5,12.8,0,0,0,0.0,22.1,12.8,12.0,283,34543.88,4.95
Restinga Sêca,Rio Grande do Sul,-29.8145611,-53.3734546,2025-05-11,20.1,9.6,0,0,0,0.0,19.5,9.3,15.1,114,35416.95,4.9
Restinga Sêca,Rio Grande do Sul,-29.8145611,-53.3734546,2025-05-12,21.6,11.2,0,0,0,0.0,21.2,10.2,14.4,109,34925.92,4.9
Rio dos Índios,Rio Grande do Sul,-27.3010535,-52.8406196,2025-05-10,20.9,12.9,0,0,0,0.0,20.6,11.9,10.9,172,35193.23,5.4
Rio dos Índios,Rio Grande do Sul,-27.3010535,-52.8406196,2025-05-11,20.1,10.8,0,0,0,0.0,19.4,9.3,10.7,134,36114.39,5.35
Rio dos Índios,Rio Grande do Sul,-27.3010535,-52.8406196,2025-05-12,20.8,11.3,0,0,0,0.0,20.8,10.5,11.2,80,36039.66,5.35
Rio Grande,Rio Grande do Sul,-32.0334252,-52.0991297,2025-05-10,22.1,12.4,10,2,0,0.0,20.3,11.4,19.8,262,34264.33,4.55
Rio Grande,Rio Grande do Sul,-32.0334252,-52.0991297,2025-05-11,17.9,10.7,3,0,0,0.0,16.5,9.7,13.0,194,33944.59,4.45
Rio Grande,Rio Grande do Sul,-32.0334252,-52.0991297,2025-05-12,20.9,12.2,0,0,0,0.0,19.8,12.0,23.1,52,34251.24,4.45
Rio Pardo,Rio Grande do Sul,-29.9820554,-52.3702447,2025-05-10,22.4,13.6,0,0,0,0.0,21.4,13.7,13.7,273,35287.17,4.95
Rio Pardo,Rio Grande do Sul,-29.9820554,-52.3702447,2025-05-11,20.1,11.3,0,0,0,0.0,19.2,11.0,11.9,115,35035.19,4.75
Rio Pardo,Rio Grande do Sul,-29.9820554,-52.3702447,2025-05-12,21.8,10.4,0,0,0,0.0,20.6,9.5,14.9,83,34983.64,4.85
Riozinho,Rio Grande do Sul,-29.6404582,-50.4596262,2025-05-10,21.9,13.9,8,1,0,0.0,20.8,13.8,16.3,280,34383.81,4.95
Riozinho,Rio Grande do Sul,-29.6404582,-50.4596262,2025-05-11,20.1,12.5,20,3,0,0.0,19.8,12.2,9.1,147,34885.97,4.15
Riozinho,Rio Grande do Sul,-29.6404582,-50.4596262,2025-05-12,22.2,8.8,0,0,0,0.0,22.7,7.9,15.1,90,34700.41,4.85
Roca Sales,Rio Grande do Sul,-29.2872555,-51.8724318,2025-05-10,22.8,13.7,3,1,0,0.3,23.3,12.4,6.2,249,34247.76,5.0
Roca Sales,Rio Grande do Sul,-29.2872555,-51.8724318,2025-05-11,20.4,11.4,5,0,0,0.0,20.3,10.8,11.9,142,34830.76,4.1
Roca Sales,Rio Grande do Sul,-29.2872555,-51.8724318,2025-05-12,23.3,8.8,0,0,0,0.0,24.1,7.7,6.8,26,34516.79,4.95
Rodeio Bonito,Rio Grande do Sul,-27.4725021,-53.1705906,2025-05-10,22.1,14.2,0,0,0,0.0,22.2,13.2,8.4,170,34859.09,5.35
Rodeio Bonito,Rio Grande do Sul,-27.4725021,-53.1705906,2025-05-11,21.8,8.8,0,0,0,0.0,21.5,7.7,8.7,131,36085.94,5.3
Rodeio Bonito,Rio Grande do Sul,-27.4725021,-53.1705906,2025-05-12,22.8,10.8,0,0,0,0.0,23.6,10.0,7.9,89,36010.81,5.25
Rolador,Rio Grande do Sul,-28.2558989,-54.8179212,2025-05-10,23.3,15.2,0,0,0,0.0,23.3,15.3,8.0,169,34762.61,5.25
Rolador,Rio Grande do Sul,-28.2558989,-54.8179212,2025-05-11,22.6,11.4,0,0,0,0.0,22.0,11.0,10.3,122,35913.47,5.2
Rolador,Rio Grande do Sul,-28.2558989,-54.8179212,2025-05-12,24.0,12.5,0,0,0,0.0,24.5,11.4,13.6,78,35835.86,5.15
Rolante,Rio Grande do Sul,-29.6527945,-50.5769391,2025-05-10,22.1,14.2,0,0,0,0.0,21.1,14.2,16.3,280,34383.81,4.95
Rolante,Rio Grande do Sul,-29.6527945,-50.5769391,2025-05-11,20.4,12.8,10,2,0,0.0,20.1,12.6,9.1,147,34885.97,4.15
Rolante,Rio Grande do Sul,-29.6527945,-50.5769391,2025-05-12,22.4,9.0,0,0,0,0.0,23.1,8.2,15.1,90,34700.41,4.85
Ronda Alta,Rio Grande do Sul,-27.782064,-52.8078036,2025-05-10,20.5,14.0,0,0,0,0.0,19.6,13.3,11.5,175,34740.89,5.35
Ronda Alta,Rio Grande do Sul,-27.782064,-52.8078036,2025-05-11,19.4,11.3,0,0,0,0.0,18.3,10.5,12.5,121,36028.8,5.3
Ronda Alta,Rio Grande do Sul,-27.782064,-52.8078036,2025-05-12,20.5,11.7,0,0,0,0.0,20.3,10.4,14.7,80,35952.84,5.3
Rondinha,Rio Grande do Sul,-27.8295534,-52.9084074,2025-05-10,21.8,12.9,0,0,0,0.0,21.1,12.2,10.8,177,34278.31,5.35
Rondinha,Rio Grande do Sul,-27.8295534,-52.9084074,2025-05-11,21.0,8.1,0,0,0,0.0,20.4,7.2,10.5,144,35409.16,5.3
Rondinha,Rio Grande do Sul,-27.8295534,-52.9084074,2025-05-12,22.3,11.9,0,0,0,0.0,22.4,11.3,10.8,80,35819.58,5.25
Roque Gonzales,Rio Grande do Sul,-28.1324578,-55.0263416,2025-05-10,23.7,16.6,0,0,0,0.0,24.0,16.4,7.9,163,34703.38,5.1
Roque Gonzales,Rio Grande do Sul,-28.1324578,-55.0263416,2025-05-11,23.3,11.7,0,0,0,0.0,22.8,11.5,10.3,123,35900.55,5.05
Roque Gonzales,Rio Grande do Sul,-28.1324578,-55.0263416,2025-05-12,24.6,12.8,0,0,0,0.0,25.4,12.2,13.5,73,35860.93,5.05
Rosário do Sul,Rio Grande do Sul,-30.2527151,-54.9179382,2025-05-10,23.0,12.6,0,0,0,0.0,22.5,13.3,10.0,274,30389.46,4.9
Rosário do Sul,Rio Grande do Sul,-30.2527151,-54.9179382,2025-05-11,19.6,10.5,0,0,0,0.0,19.3,9.7,10.7,124,34865.27,4.85
Rosário do Sul,Rio Grande do Sul,-30.2527151,-54.9179382,2025-05-12,21.2,10.3,0,0,0,0.0,20.9,9.0,15.7,87,35274.94,4.85
Sagrada Família,Rio Grande do Sul,-27.7085454,-53.1364113,2025-05-10,22.1,14.5,0,0,0,0.0,21.7,13.7,9.8,171,34211.07,5.3
Sagrada Família,Rio Grande do Sul,-27.7085454,-53.1364113,2025-05-11,21.5,9.1,0,0,0,0.0,21.1,8.2,9.7,142,36028.8,5.3
Sagrada Família,Rio Grande do Sul,-27.7085454,-53.1364113,2025-05-12,22.8,10.8,0,0,0,0.0,23.5,10.1,8.1,95,35952.84,5.25
Saldanha Marinho,Rio Grande do Sul,-28.3966396,-53.0952929,2025-05-10,20.7,14.8,0,0,0,0.0,19.9,14.2,10.9,178,34523.77,5.3
Saldanha Marinho,Rio Grande do Sul,-28.3966396,-53.0952929,2025-05-11,19.9,11.9,0,0,0,0.0,19.2,10.9,11.9,116,35795.89,5.25
Saldanha Marinho,Rio Grande do Sul,-28.3966396,-53.0952929,2025-05-12,21.5,11.5,0,0,0,0.0,21.2,10.0,14.9,64,35178.02,5.2
Salto do Jacuí,Rio Grande do Sul,-29.0899771,-53.2111244,2025-05-10,21.7,10.9,0,0,0,0.0,21.9,10.6,9.0,226,35306.3,5.15
Salto do Jacuí,Rio Grande do Sul,-29.0899771,-53.2111244,2025-05-11,20.4,8.3,0,0,0,0.0,19.7,7.6,10.7,136,35606.84,5.05
Salto do Jacuí,Rio Grande do Sul,-29.0899771,-53.2111244,2025-05-12,22.4,9.5,0,0,0,0.0,22.2,8.4,12.3,77,34498.39,5.05
Salvador das Missões,Rio Grande do Sul,-28.1232686,-54.8354107,2025-05-10,23.3,16.0,0,0,0,0.0,23.3,16.0,8.4,166,34775.18,5.25
Salvador das Missões,Rio Grande do Sul,-28.1232686,-54.8354107,2025-05-11,22.7,12.2,0,0,0,0.0,22.1,11.8,10.6,121,35942.43,5.2
Salvador das Missões,Rio Grande do Sul,-28.1232686,-54.8354107,2025-05-12,24.2,12.5,0,0,0,0.0,24.9,11.8,13.7,75,35865.24,5.15
Salvador do Sul,Rio Grande do Sul,-29.4395698,-51.5103295,2025-05-10,19.5,11.9,25,4,0,0.3,18.6,10.4,9.7,262,35018.07,5.1
Salvador do Sul,Rio Grande do Sul,-29.4395698,-51.5103295,2025-05-11,16.8,10.9,3,0,0,0.0,16.0,9.7,11.7,133,33461.11,3.6
Salvador do Sul,Rio Grande do Sul,-29.4395698,-51.5103295,2025-05-12,20.5,9.7,0,0,0,0.0,20.6,8.1,6.2,48,34513.97,5.0
Sananduva,Rio Grande do Sul,-27.9499376,-51.8074435,2025-05-10,20.2,10.9,0,0,0,0.0,20.1,10.2,10.9,182,35216.23,5.35
Sananduva,Rio Grande do Sul,-27.9499376,-51.8074435,2025-05-11,18.9,7.3,0,0,0,0.0,18.4,6.1,10.9,127,35123.26,5.3
Sananduva,Rio Grande do Sul,-27.9499376,-51.8074435,2025-05-12,20.2,10.1,0,0,0,0.0,20.0,9.0,16.0,66,35583.57,5.25
Santa Bárbara do Sul,Rio Grande do Sul,-28.3654722,-53.2510995,2025-05-10,20.8,14.8,0,0,0,0.0,20.0,14.3,10.1,178,34677.16,5.3
Santa Bárbara do Sul,Rio Grande do Sul,-28.3654722,-53.2510995,2025-05-11,19.9,12.0,0,0,0,0.0,19.3,11.1,10.2,113,35884.43,5.25
Santa Bárbara do Sul,Rio Grande do Sul,-28.3654722,-53.2510995,2025-05-12,21.5,11.3,0,0,0,0.0,21.4,9.9,14.3,65,35382.41,5.2
Santa Cecília do Sul,Rio Grande do Sul,-28.1625105,-51.9297926,2025-05-10,19.9,10.4,0,0,0,0.0,20.0,9.7,11.7,183,35755.53,5.35
Santa Cecília do Sul,Rio Grande do Sul,-28.1625105,-51.9297926,2025-05-11,18.9,8.0,0,0,0,0.0,18.2,6.6,10.7,133,35183.28,5.3
Santa Cecília do Sul,Rio Grande do Sul,-28.1625105,-51.9297926,2025-05-12,19.7,10.9,0,0,0,0.0,19.0,9.5,16.4,69,35746.57,5.25
Santa Clara do Sul,Rio Grande do Sul,-29.4686024,-52.0868635,2025-05-10,23.3,12.7,3,1,0,0.0,23.5,11.4,8.9,262,33851.98,5.0
Santa Clara do Sul,Rio Grande do Sul,-29.4686024,-52.0868635,2025-05-11,20.1,10.7,5,0,0,0.0,19.6,9.9,12.7,154,34708.05,4.75
Santa Clara do Sul,Rio Grande do Sul,-29.4686024,-52.0868635,2025-05-12,21.8,8.9,0,0,0,0.0,22.1,8.0,9.8,39,34540.44,4.9
Santa Cruz do Sul,Rio Grande do Sul,-29.714209,-52.4285807,2025-05-10,22.5,13.4,0,0,0,0.0,21.3,12.6,13.8,266,35426.84,4.95
Santa Cruz do Sul,Rio Grande do Sul,-29.714209,-52.4285807,2025-05-11,20.0,12.5,0,0,0,0.0,19.2,12.0,13.2,100,34544.86,3.7
Santa Cruz do Sul,Rio Grande do Sul,-29.714209,-52.4285807,2025-05-12,21.4,10.6,0,0,0,0.0,20.3,9.5,16.3,78,35021.02,4.9
Santa Margarida do Sul,Rio Grande do Sul,-30.339117,-54.0856735,2025-05-10,21.7,12.2,0,0,0,0.0,21.2,12.2,12.1,248,31072.69,4.9
Santa Margarida do Sul,Rio Grande do Sul,-30.339117,-54.0856735,2025-05-11,19.1,9.9,0,0,0,0.0,18.2,9.0,12.4,115,35342.52,4.85
Santa Margarida do Sul,Rio Grande do Sul,-30.339117,-54.0856735,2025-05-12,20.8,11.6,0,0,0,0.0,19.4,9.7,23.3,84,35322.21,4.85
Santa Maria,Rio Grande do Sul,-29.6860512,-53.8069214,2025-05-10,22.2,13.4,0,0,0,0.0,21.3,12.2,11.9,296,34282.22,5.0
Santa Maria,Rio Grande do Sul,-29.6860512,-53.8069214,2025-05-11,19.6,11.0,0,0,0,0.0,18.5,10.2,15.0,93,35285.36,4.9
Santa Maria,Rio Grande do Sul,-29.6860512,-53.8069214,2025-05-12,21.3,9.9,0,0,0,0.0,20.9,8.6,14.4,91,34896.61,4.9
Santa Maria do Herval,Rio Grande do Sul,-29.4977269,-50.9919419,2025-05-10,20.0,14.4,28,3,0,0.1,19.4,13.7,9.1,254,34328.48,5.05
Santa Maria do Herval,Rio Grande do Sul,-29.4977269,-50.9919419,2025-05-11,17.7,10.0,8,1,0,0.0,17.0,9.0,10.4,124,33842.05,4.5
Santa Maria do Herval,Rio Grande do Sul,-29.4977269,-50.9919419,2025-05-12,21.7,8.6,0,0,0,0.0,22.3,6.5,7.5,69,34682.66,4.95
Santa Rosa,Rio Grande do Sul,-27.8643546,-54.4779287,2025-05-10,22.8,14.2,0,0,0,0.0,22.5,14.1,9.2,165,34494.38,5.3
Santa Rosa,Rio Grande do Sul,-27.8643546,-54.4779287,2025-05-11,22.3,11.8,0,0,0,0.0,21.8,10.6,9.7,131,36000.09,5.25
Santa Rosa,Rio Grande do Sul,-27.8643546,-54.4779287,2025-05-12,23.0,13.0,0,0,0,0.0,23.4,12.0,13.6,75,35923.73,5.25
Santa Tereza,Rio Grande do Sul,-29.1697808,-51.7363155,2025-05-10,22.6,13.4,3,1,0,0.3,23.0,12.1,6.2,249,34250.54,5.05
Santa Tereza,Rio Grande do Sul,-29.1697808,-51.7363155,2025-05-11,20.1,11.2,5,0,0,0.0,20.0,10.5,11.9,142,34846.03,3.65
Santa Tereza,Rio Grande do Sul,-29.1697808,-51.7363155,2025-05-12,23.0,8.5,0,0,0,0.0,23.8,7.4,6.8,26,34519.77,4.95
Santa Vitória do Palmar,Rio Grande do Sul,-33.5198333,-53.3693967,2025-05-10,19.9,12.0,35,4,0,0.2,19.4,10.3,16.1,249,34006.78,4.2
Santa Vitória do Palmar,Rio Grande do Sul,-33.5198333,-53.3693967,2025-05-11,16.9,7.7,0,0,0,0.0,15.3,6.2,9.7,190,33352.04,4.3
Santa Vitória do Palmar,Rio Grande do Sul,-33.5198333,-53.3693967,2025-05-12,21.5,7.8,0,0,0,0.0,19.9,6.3,18.8,54,33439.36,3.9
Santana da Boa Vista,Rio Grande do Sul,-30.8736867,-53.1148304,2025-05-10,21.4,10.9,0,0,0,0.0,19.6,10.7,14.5,276,34120.23,4.8
Santana da Boa Vista,Rio Grande do Sul,-30.8736867,-53.1148304,2025-05-11,17.0,10.1,0,0,0,0.0,15.7,8.8,10.6,122,34362.55,4.75
Santana da Boa Vista,Rio Grande do Sul,-30.8736867,-53.1148304,2025-05-12,20.8,8.6,0,0,0,0.0,19.9,7.3,12.6,83,35020.88,4.75
Sant'Ana do Livramento,Rio Grande do Sul,-30.8894097,-55.5317694,2025-05-10,23.4,9.1,0,0,0,0.0,21.8,8.3,12.5,273,34868.79,4.85
Sant'Ana do Livramento,Rio Grande do Sul,-30.8894097,-55.5317694,2025-05-11,18.4,10.0,0,0,0,0.0,16.9,9.1,10.9,117,34973.71,4.75
Sant'Ana do Livramento,Rio Grande do Sul,-30.8894097,-55.5317694,2025-05-12,20.4,7.5,0,0,0,0.0,19.8,6.0,13.8,74,34914.75,4.75
Santiago,Rio Grande do Sul,-29.189675,-54.866624,2025-05-10,22.0,13.1,0,0,0,0.0,22.2,13.6,8.3,178,35359.3,5.1
Santiago,Rio Grande do Sul,-29.189675,-54.866624,2025-05-11,20.0,12.3,0,0,0,0.0,19.3,11.4,11.1,119,35678.55,5.05
Santiago,Rio Grande do Sul,-29.189675,-54.866624,2025-05-12,22.1,10.2,0,0,0,0.0,22.1,8.9,13.7,64,35597.58,5.05
Santo Ângelo,Rio Grande do Sul,-28.3000481,-54.2669971,2025-05-10,22.4,16.5,0,0,0,0.0,21.9,15.9,8.5,164,34391.57,5.25
Santo Ângelo,Rio Grande do Sul,-28.3000481,-54.2669971,2025-05-11,22.1,14.1,0,0,0,0.0,21.5,12.8,10.8,113,35913.47,5.2
Santo Ângelo,Rio Grande do Sul,-28.3000481,-54.2669971,2025-05-12,23.6,12.6,0,0,0,0.0,23.9,11.7,13.5,62,35835.87,5.15
Santo Antônio da Patrulha,Rio Grande do Sul,-29.826768,-50.517489,2025-05-10,21.9,15.6,8,1,0,0.1,20.4,15.2,17.7,292,34671.3,4.95
Santo Antônio da Patrulha,Rio Grande do Sul,-29.826768,-50.517489,2025-05-11,20.2,12.3,20,3,0,0.0,20.2,12.0,7.9,149,34829.85,4.85
Santo Antônio da Patrulha,Rio Grande do Sul,-29.826768,-50.517489,2025-05-12,22.2,11.8,0,0,0,0.0,22.1,11.5,18.0,82,34717.39,4.85
Santo Antônio das Missões,Rio Grande do Sul,-28.5117897,-55.2290047,2025-05-10,23.1,15.7,0,0,0,0.0,23.5,15.7,6.9,165,34602.81,5.05
Santo Antônio das Missões,Rio Grande do Sul,-28.5117897,-55.2290047,2025-05-11,22.4,11.6,0,0,0,0.0,21.9,10.8,11.6,119,35855.28,5.0
Santo Antônio das Missões,Rio Grande do Sul,-28.5117897,-55.2290047,2025-05-12,24.0,11.7,0,0,0,0.0,24.8,10.0,13.0,81,35776.84,5.0
Santo Antônio do Palma,Rio Grande do Sul,-28.4946558,-52.0254769,2025-05-10,19.3,13.2,0,0,0,0.0,18.6,11.8,8.8,190,35213.09,5.25
Santo Antônio do Palma,Rio Grande do Sul,-28.4946558,-52.0254769,2025-05-11,18.3,11.2,0,0,0,0.0,17.5,9.4,9.4,118,35416.8,5.2
Santo Antônio do Palma,Rio Grande do Sul,-28.4946558,-52.0254769,2025-05-12,19.7,10.3,0,0,0,0.0,18.4,9.1,14.6,47,35569.11,5.15
Santo Antônio do Planalto,Rio Grande do Sul,-28.3991804,-52.6910319,2025-05-10,20.5,14.8,0,0,0,0.0,19.8,13.7,10.0,198,34802.76,5.3
Santo Antônio do Planalto,Rio Grande do Sul,-28.3991804,-52.6910319,2025-05-11,19.7,10.8,0,0,0,0.0,19.0,9.4,10.7,111,35739.29,5.2
Santo Antônio do Planalto,Rio Grande do Sul,-28.3991804,-52.6910319,2025-05-12,21.1,11.0,0,0,0,0.0,20.6,9.4,14.3,62,35687.73,5.2
Santo Augusto,Rio Grande do Sul,-27.852577,-53.777605,2025-05-10,21.0,14.2,0,0,0,0.0,20.6,13.3,9.6,161,34314.39,5.35
Santo Augusto,Rio Grande do Sul,-27.852577,-53.777605,2025-05-11,20.4,11.3,0,0,0,0.0,19.8,10.1,9.7,118,36000.1,5.3
Santo Augusto,Rio Grande do Sul,-27.852577,-53.777605,2025-05-12,21.6,12.2,0,0,0,0.0,21.4,10.6,15.0,66,35923.73,5.3
Santo Cristo,Rio Grande do Sul,-27.826259,-54.661963,2025-05-10,22.9,15.5,0,0,0,0.0,22.7,15.1,9.1,166,34524.39,5.3
Santo Cristo,Rio Grande do Sul,-27.826259,-54.661963,2025-05-11,22.5,12.8,0,0,0,0.0,22.1,11.5,9.4,131,36000.1,5.25
Santo Cristo,Rio Grande do Sul,-27.826259,-54.661963,2025-05-12,23.2,13.1,0,0,0,0.0,23.7,12.2,14.5,69,35923.73,5.25
Santo Expedito do Sul,Rio Grande do Sul,-27.9098613,-51.6433072,2025-05-10,19.7,12.5,0,0,0,0.0,19.1,11.3,11.4,187,35245.02,5.35
Santo Expedito do Sul,Rio Grande do Sul,-27.9098613,-51.6433072,2025-05-11,18.8,8.8,0,0,0,0.0,18.1,7.3,10.5,115,35266.87,5.3
Santo Expedito do Sul,Rio Grande do Sul,-27.9098613,-51.6433072,2025-05-12,20.0,11.0,0,0,0,0.0,18.9,9.3,17.0,55,35423.63,5.25
São Borja,Rio Grande do Sul,-28.6592237,-56.0044295,2025-05-10,23.8,15.7,0,0,0,0.1,25.1,16.9,5.1,169,35275.1,5.05
São Borja,Rio Grande do Sul,-28.6592237,-56.0044295,2025-05-11,23.2,14.2,0,0,0,0.0,23.2,14.0,9.7,127,35754.0,4.95
São Borja,Rio Grande do Sul,-28.6592237,-56.0044295,2025-05-12,23.8,11.9,0,0,0,0.0,24.7,10.9,11.0,84,35609.83,4.95
São Domingos do Sul,Rio Grande do Sul,-28.5297239,-51.8905306,2025-05-10,19.6,13.4,0,0,0,0.1,19.3,12.3,8.6,196,35101.63,5.25
São Domingos do Sul,Rio Grande do Sul,-28.5297239,-51.8905306,2025-05-11,18.8,10.2,0,0,0,0.0,18.1,8.6,8.7,124,35237.2,5.2
São Domingos do Sul,Rio Grande do Sul,-28.5297239,-51.8905306,2025-05-12,20.4,10.5,0,0,0,0.0,19.3,9.5,13.4,48,35587.46,5.15
São Francisco de Assis,Rio Grande do Sul,-29.559214,-55.1209843,2025-05-10,22.9,13.1,0,0,0,0.0,23.3,13.9,5.2,270,32535.55,4.9
São Francisco de Assis,Rio Grande do Sul,-29.559214,-55.1209843,2025-05-11,20.6,12.1,0,0,0,0.0,20.3,11.4,13.4,114,35618.9,4.8
São Francisco de Assis,Rio Grande do Sul,-29.559214,-55.1209843,2025-05-12,23.6,10.3,0,0,0,0.0,24.1,9.0,11.5,101,35254.46,4.85
São Francisco de Paula,Rio Grande do Sul,-29.448454,-50.5833027,2025-05-10,16.5,9.1,3,0,0,0.0,14.4,7.5,15.9,241,35326.99,5.2
São Francisco de Paula,Rio Grande do Sul,-29.448454,-50.5833027,2025-05-11,14.9,8.3,3,0,0,0.0,13.4,6.3,9.3,170,34307.68,3.3
São Francisco de Paula,Rio Grande do Sul,-29.448454,-50.5833027,2025-05-12,17.7,6.4,0,0,0,0.0,15.8,4.2,13.8,56,34690.12,5.1
São Gabriel,Rio Grande do Sul,-30.334214,-54.3227149,2025-05-10,22.5,13.2,0,0,0,0.0,22.1,12.9,12.3,263,29435.18,4.9
São Gabriel,Rio Grande do Sul,-30.334214,-54.3227149,2025-05-11,19.4,10.0,0,0,0,0.0,18.8,9.3,11.7,113,35186.96,4.85
São Gabriel,Rio Grande do Sul,-30.334214,-54.3227149,2025-05-12,21.1,11.1,0,0,0,0.0,20.0,9.4,21.9,77,35322.21,4.85
São Jerônimo,Rio Grande do Sul,-29.959642,-51.7238192,2025-05-10,22.2,13.1,0,0,0,0.0,21.4,13.2,15.3,273,35009.59,4.9
São Jerônimo,Rio Grande do Sul,-29.959642,-51.7238192,2025-05-11,20.0,11.7,0,0,0,0.0,19.1,11.1,11.3,137,34960.4,4.55
São Jerônimo,Rio Grande do Sul,-29.959642,-51.7238192,2025-05-12,22.2,11.7,0,0,0,0.0,22.0,11.0,12.6,105,34734.14,4.85
São João da Urtiga,Rio Grande do Sul,-27.8162722,-51.8297741,2025-05-10,19.3,9.8,0,0,0,0.0,18.7,8.4,10.6,181,35089.91,5.35
São João da Urtiga,Rio Grande do Sul,-27.8162722,-51.8297741,2025-05-11,18.5,6.9,0,0,0,0.0,17.6,5.2,9.4,117,35771.26,5.3
São João da Urtiga,Rio Grande do Sul,-27.8162722,-51.8297741,2025-05-12,20.0,10.3,0,0,0,0.0,18.7,8.5,16.0,62,35214.81,5.3
São João do Polêsine,Rio Grande do Sul,-29.6156424,-53.4455412,2025-05-10,22.8,12.2,0,0,0,0.0,22.0,11.7,11.6,282,34006.3,4.95
São João do Polêsine,Rio Grande do Sul,-29.6156424,-53.4455412,2025-05-11,20.3,9.4,0,0,0,0.0,19.6,8.8,14.8,115,35436.57,4.9
São João do Polêsine,Rio Grande do Sul,-29.6156424,-53.4455412,2025-05-12,21.9,9.9,0,0,0,0.0,21.6,9.0,14.3,113,34606.23,4.9
São Jorge,Rio Grande do Sul,-28.5006499,-51.7050503,2025-05-10,19.2,13.2,3,0,0,0.0,18.8,12.1,9.9,203,34959.89,5.25
