cidade,estado,latitude,longitude,timestamp,temperatura_max,temperatura_min,prob_chuva_max,prob_chuva_media,prob_chuva_min,quantidade_chuva,sensacao_termica_max,sensacao_termica_min,velocidade_vento_max,direcao_vento,duracao_sol,uv_max
São Jorge,Rio Grande do Sul,-28.5006499,-51.7050503,2025-05-11,18.3,10.8,0,0,0,0.0,17.5,9.8,8.4,123,34765.41,5.2
São Jorge,Rio Grande do Sul,-28.5006499,-51.7050503,2025-05-12,19.8,10.3,0,0,0,0.0,18.4,9.1,14.0,51,35605.4,5.2
São José das Missões,Rio Grande do Sul,-27.7783652,-53.1185847,2025-05-10,21.4,13.9,0,0,0,0.0,20.8,12.9,9.8,171,34211.07,5.3
São José das Missões,Rio Grande do Sul,-27.7783652,-53.1185847,2025-05-11,20.8,8.5,0,0,0,0.0,20.3,7.4,9.7,142,36028.8,5.3
São José das Missões,Rio Grande do Sul,-27.7783652,-53.1185847,2025-05-12,22.1,10.1,0,0,0,0.0,22.6,9.3,8.1,95,35952.84,5.25
São José do Herval,Rio Grande do Sul,-29.0448214,-52.2948783,2025-05-10,19.3,13.3,0,0,0,0.0,17.9,11.7,9.5,219,35818.95,5.15
São José do Herval,Rio Grande do Sul,-29.0448214,-52.2948783,2025-05-11,17.3,10.6,0,0,0,0.0,16.3,8.8,10.2,142,34892.38,5.1
São José do Herval,Rio Grande do Sul,-29.0448214,-52.2948783,2025-05-12,19.6,9.1,0,0,0,0.0,18.3,8.0,12.7,50,35051.51,5.05
São José do Hortêncio,Rio Grande do Sul,-29.5305383,-51.2503032,2025-05-10,22.0,11.5,15,2,0,0.5,21.7,10.9,9.7,278,34690.34,4.95
São José do Hortêncio,Rio Grande do Sul,-29.5305383,-51.2503032,2025-05-11,19.5,9.9,5,1,0,0.0,19.2,9.3,11.2,113,33480.71,4.4
São José do Hortêncio,Rio Grande do Sul,-29.5305383,-51.2503032,2025-05-12,21.7,6.9,0,0,0,0.0,22.3,5.5,10.1,83,34651.66,4.85
São José do Inhacorá,Rio Grande do Sul,-27.725055,-54.127462,2025-05-10,23.4,14.5,0,0,0,0.0,23.1,14.3,9.4,170,33813.71,5.3
São José do Inhacorá,Rio Grande do Sul,-27.725055,-54.127462,2025-05-11,22.9,10.2,0,0,0,0.0,22.8,9.5,9.1,135,36028.8,5.25
São José do Inhacorá,Rio Grande do Sul,-27.725055,-54.127462,2025-05-12,23.8,12.7,0,0,0,0.0,24.4,12.0,13.3,77,35548.2,5.25
São José do Norte,Rio Grande do Sul,-32.0145182,-52.0406082,2025-05-10,22.0,16.1,10,2,0,0.1,19.8,14.2,25.5,252,34503.99,4.55
São José do Norte,Rio Grande do Sul,-32.0145182,-52.0406082,2025-05-11,17.7,16.1,3,0,0,0.0,16.5,13.6,20.4,181,34070.93,4.5
São José do Norte,Rio Grande do Sul,-32.0145182,-52.0406082,2025-05-12,21.1,16.9,0,0,0,0.0,19.1,16.5,26.7,53,34244.23,4.5
São José do Ouro,Rio Grande do Sul,-27.7736185,-51.5947672,2025-05-10,19.4,9.9,0,0,0,0.0,18.8,8.5,10.6,181,35079.35,5.4
São José do Ouro,Rio Grande do Sul,-27.7736185,-51.5947672,2025-05-11,18.6,7.0,0,0,0,0.0,17.7,5.3,9.4,117,35790.7,5.35
São José do Ouro,Rio Grande do Sul,-27.7736185,-51.5947672,2025-05-12,20.1,10.4,0,0,0,0.0,18.9,8.6,16.0,62,35240.95,5.3
São José do Sul,Rio Grande do Sul,-29.537476,-51.4828905,2025-05-10,21.6,13.1,15,2,0,0.0,21.2,12.4,12.0,286,35178.45,4.95
São José do Sul,Rio Grande do Sul,-29.537476,-51.4828905,2025-05-11,19.2,11.8,5,1,0,0.0,18.7,11.0,12.2,111,33235.52,3.35
São José do Sul,Rio Grande do Sul,-29.537476,-51.4828905,2025-05-12,21.3,8.4,0,0,0,0.0,20.9,7.4,10.1,90,34543.35,4.85
São José dos Ausentes,Rio Grande do Sul,-28.747731,-50.0645582,2025-05-10,15.7,9.1,0,0,0,0.0,13.8,6.8,13.4,236,35482.67,5.3
São José dos Ausentes,Rio Grande do Sul,-28.747731,-50.0645582,2025-05-11,14.9,7.9,0,0,0,0.0,13.2,6.3,11.4,127,34894.08,5.25
São José dos Ausentes,Rio Grande do Sul,-28.747731,-50.0645582,2025-05-12,18.1,4.5,0,0,0,0.0,16.4,1.8,10.0,57,34865.39,5.2
São Leopoldo,Rio Grande do Sul,-29.7544405,-51.1516497,2025-05-10,22.4,13.9,0,0,0,0.0,21.9,13.8,15.5,290,34064.86,4.95
São Leopoldo,Rio Grande do Sul,-29.7544405,-51.1516497,2025-05-11,20.2,12.4,3,0,0,0.0,19.5,11.8,12.2,119,33743.2,4.35
São Leopoldo,Rio Grande do Sul,-29.7544405,-51.1516497,2025-05-12,22.7,8.2,0,0,0,0.0,23.0,7.4,13.2,104,34816.11,4.85
São Lourenço do Sul,Rio Grande do Sul,-31.3669286,-51.9814839,2025-05-10,23.0,13.5,0,0,0,0.0,21.2,13.0,21.3,266,34765.6,4.7
São Lourenço do Sul,Rio Grande do Sul,-31.3669286,-51.9814839,2025-05-11,18.5,11.8,3,0,0,0.0,17.2,10.9,11.3,195,34541.59,4.35
São Lourenço do Sul,Rio Grande do Sul,-31.3669286,-51.9814839,2025-05-12,21.5,11.7,0,0,0,0.0,20.5,11.5,20.5,50,34245.23,4.6
São Luiz Gonzaga,Rio Grande do Sul,-28.4074546,-54.9609081,2025-05-10,22.9,15.9,0,0,0,0.0,23.0,16.1,8.4,157,34576.04,5.2
São Luiz Gonzaga,Rio Grande do Sul,-28.4074546,-54.9609081,2025-05-11,22.4,10.9,0,0,0,0.0,21.6,10.2,10.8,117,35884.42,5.15
São Luiz Gonzaga,Rio Grande do Sul,-28.4074546,-54.9609081,2025-05-12,23.7,12.0,0,0,0,0.0,24.1,10.6,13.3,73,35806.4,5.1
São Marcos,Rio Grande do Sul,-28.9706799,-51.0687665,2025-05-10,18.3,12.6,8,1,0,0.3,17.1,11.5,10.5,224,35429.08,5.15
São Marcos,Rio Grande do Sul,-28.9706799,-51.0687665,2025-05-11,16.7,10.2,3,0,0,0.0,15.7,8.8,9.0,143,34762.6,4.7
São Marcos,Rio Grande do Sul,-28.9706799,-51.0687665,2025-05-12,19.6,7.7,0,0,0,0.0,18.4,5.8,11.7,37,34810.75,5.05
São Martinho,Rio Grande do Sul,-27.7079086,-53.9623041,2025-05-10,21.7,13.8,0,0,0,0.0,21.3,13.0,10.1,159,34543.48,5.35
São Martinho,Rio Grande do Sul,-27.7079086,-53.9623041,2025-05-11,21.0,11.6,0,0,0,0.0,20.5,10.4,10.0,115,36028.8,5.35
São Martinho,Rio Grande do Sul,-27.7079086,-53.9623041,2025-05-12,21.9,12.7,0,0,0,0.0,21.9,11.1,16.4,69,34978.09,5.3
São Martinho da Serra,Rio Grande do Sul,-29.5380766,-53.8544925,2025-05-10,20.7,12.7,0,0,0,0.0,20.3,11.7,10.2,233,34593.94,5.1
São Martinho da Serra,Rio Grande do Sul,-29.5380766,-53.8544925,2025-05-11,18.7,12.3,0,0,0,0.0,18.2,11.0,12.6,116,35162.38,5.05
São Martinho da Serra,Rio Grande do Sul,-29.5380766,-53.8544925,2025-05-12,21.5,9.7,0,0,0,0.0,20.9,8.2,14.8,62,34766.13,5.0
São Miguel das Missões,Rio Grande do Sul,-28.5451471,-54.5469209,2025-05-10,22.7,14.2,0,0,0,0.0,22.7,13.3,7.6,171,35503.78,5.2
São Miguel das Missões,Rio Grande do Sul,-28.5451471,-54.5469209,2025-05-11,22.1,11.8,0,0,0,0.0,21.5,10.5,12.2,126,35855.28,5.15
São Miguel das Missões,Rio Grande do Sul,-28.5451471,-54.5469209,2025-05-12,23.5,12.1,0,0,0,0.0,23.8,10.4,13.4,81,35776.84,5.1
São Nicolau,Rio Grande do Sul,-28.1857386,-55.2615035,2025-05-10,23.4,16.8,0,0,0,0.0,24.1,16.7,7.7,159,34669.23,5.1
São Nicolau,Rio Grande do Sul,-28.1857386,-55.2615035,2025-05-11,23.0,13.2,0,0,0,0.0,23.0,12.7,9.7,123,35942.43,5.05
São Nicolau,Rio Grande do Sul,-28.1857386,-55.2615035,2025-05-12,24.1,12.1,0,0,0,0.0,25.1,11.4,12.5,77,35865.24,5.05
São Paulo das Missões,Rio Grande do Sul,-28.0225895,-54.936466,2025-05-10,23.5,15.9,0,0,0,0.0,23.5,15.7,9.3,164,34570.16,5.25
São Paulo das Missões,Rio Grande do Sul,-28.0225895,-54.936466,2025-05-11,23.3,11.7,0,0,0,0.0,22.8,10.8,10.2,120,35971.31,5.2
São Paulo das Missões,Rio Grande do Sul,-28.0225895,-54.936466,2025-05-12,24.4,13.3,0,0,0,0.0,25.1,12.5,15.5,65,35894.52,5.15
São Pedro da Serra,Rio Grande do Sul,-29.4195585,-51.5142114,2025-05-10,19.3,11.7,25,4,0,0.3,18.3,10.2,9.7,262,35018.07,5.1
São Pedro da Serra,Rio Grande do Sul,-29.4195585,-51.5142114,2025-05-11,16.6,10.7,3,0,0,0.0,15.7,9.4,11.7,133,33461.11,3.65
São Pedro da Serra,Rio Grande do Sul,-29.4195585,-51.5142114,2025-05-12,20.3,9.5,0,0,0,0.0,20.3,7.9,6.2,48,34513.97,5.0
São Pedro das Missões,Rio Grande do Sul,-27.7729041,-53.2478857,2025-05-10,21.5,15.2,0,0,0,0.0,20.8,14.4,11.8,168,34864.16,5.35
São Pedro das Missões,Rio Grande do Sul,-27.7729041,-53.2478857,2025-05-11,20.5,13.9,0,0,0,0.0,19.9,12.6,11.5,129,36028.8,5.3
São Pedro das Missões,Rio Grande do Sul,-27.7729041,-53.2478857,2025-05-12,21.7,12.2,0,0,0,0.0,21.7,11.3,12.0,75,35952.84,5.25
São Pedro do Butiá,Rio Grande do Sul,-28.1241467,-54.8914661,2025-05-10,23.4,16.1,0,0,0,0.0,23.4,16.0,8.4,166,34775.18,5.25
São Pedro do Butiá,Rio Grande do Sul,-28.1241467,-54.8914661,2025-05-11,22.8,12.2,0,0,0,0.0,22.2,11.9,10.6,121,35942.43,5.2
São Pedro do Butiá,Rio Grande do Sul,-28.1241467,-54.8914661,2025-05-12,24.3,12.5,0,0,0,0.0,24.9,11.8,13.7,75,35865.24,5.15
São Pedro do Sul,Rio Grande do Sul,-29.6152729,-54.1790311,2025-05-10,22.1,12.4,0,0,0,0.0,21.9,11.6,8.0,296,30601.16,5.0
São Pedro do Sul,Rio Grande do Sul,-29.6152729,-54.1790311,2025-05-11,19.9,9.1,0,0,0,0.0,19.2,8.1,14.3,109,35576.88,4.95
São Pedro do Sul,Rio Grande do Sul,-29.6152729,-54.1790311,2025-05-12,22.7,9.9,0,0,0,0.0,22.8,8.6,13.2,106,35042.84,4.95
São Sebastião do Caí,Rio Grande do Sul,-29.5911777,-51.3778772,2025-05-10,22.5,13.3,8,1,0,0.0,22.1,12.4,11.8,285,34821.86,4.95
São Sebastião do Caí,Rio Grande do Sul,-29.5911777,-51.3778772,2025-05-11,19.9,10.9,3,0,0,0.0,19.6,10.4,11.7,115,32958.95,3.3
São Sebastião do Caí,Rio Grande do Sul,-29.5911777,-51.3778772,2025-05-12,21.9,7.4,0,0,0,0.0,21.9,6.1,10.2,89,34606.24,4.85
São Sepé,Rio Grande do Sul,-30.167219,-53.5690914,2025-05-10,21.6,12.3,0,0,0,0.0,21.1,12.3,14.8,276,34243.58,4.9
São Sepé,Rio Grande do Sul,-30.167219,-53.5690914,2025-05-11,19.1,11.6,0,0,0,0.0,18.1,10.6,15.0,126,35468.09,4.85
São Sepé,Rio Grande do Sul,-30.167219,-53.5690914,2025-05-12,20.8,11.5,0,0,0,0.0,19.8,9.4,19.1,102,34954.25,4.85
São Valentim,Rio Grande do Sul,-27.5588628,-52.5241756,2025-05-10,19.0,12.4,0,0,0,0.0,18.2,11.0,9.8,167,35602.29,5.4
São Valentim,Rio Grande do Sul,-27.5588628,-52.5241756,2025-05-11,18.1,9.8,0,0,0,0.0,16.9,8.0,10.6,118,36057.41,5.35
São Valentim,Rio Grande do Sul,-27.5588628,-52.5241756,2025-05-12,18.9,10.3,0,0,0,0.0,18.6,8.7,13.1,72,35981.87,5.35
São Valentim do Sul,Rio Grande do Sul,-29.0503352,-51.7675031,2025-05-10,19.2,13.0,25,4,0,0.0,18.5,11.9,9.2,224,34836.83,5.15
São Valentim do Sul,Rio Grande do Sul,-29.0503352,-51.7675031,2025-05-11,18.3,11.0,3,0,0,0.0,17.7,9.6,8.5,124,34774.28,5.1
São Valentim do Sul,Rio Grande do Sul,-29.0503352,-51.7675031,2025-05-12,20.3,10.1,0,0,0,0.0,19.4,9.1,12.0,44,34906.17,5.05
São Valério do Sul,Rio Grande do Sul,-27.7881823,-53.9348211,2025-05-10,22.1,14.2,0,0,0,0.0,21.8,13.4,10.1,159,34543.48,5.35
São Valério do Sul,Rio Grande do Sul,-27.7881823,-53.9348211,2025-05-11,21.3,11.9,0,0,0,0.0,20.9,10.8,10.0,115,36028.8,5.3
São Valério do Sul,Rio Grande do Sul,-27.7881823,-53.9348211,2025-05-12,22.3,13.1,0,0,0,0.0,22.3,11.6,16.4,69,34978.09,5.25
São Vendelino,Rio Grande do Sul,-29.3684935,-51.3790426,2025-05-10,21.8,11.3,15,2,0,0.5,21.4,10.6,9.7,278,34692.84,5.0
São Vendelino,Rio Grande do Sul,-29.3684935,-51.3790426,2025-05-11,19.3,9.7,5,1,0,0.0,18.9,9.0,11.2,113,33485.64,4.05
São Vendelino,Rio Grande do Sul,-29.3684935,-51.3790426,2025-05-12,21.5,6.7,0,0,0,0.0,22.0,5.2,10.1,83,34620.42,4.9
São Vicente do Sul,Rio Grande do Sul,-29.688161,-54.682643,2025-05-10,22.3,13.3,0,0,0,0.0,22.3,13.8,9.0,274,31496.12,5.0
São Vicente do Sul,Rio Grande do Sul,-29.688161,-54.682643,2025-05-11,20.0,11.6,0,0,0,0.0,19.5,11.0,14.1,113,35558.87,4.9
São Vicente do Sul,Rio Grande do Sul,-29.688161,-54.682643,2025-05-12,21.9,10.5,0,0,0,0.0,21.8,8.5,15.9,96,35476.18,4.9
Sapiranga,Rio Grande do Sul,-29.6392382,-51.0068586,2025-05-10,22.2,13.7,8,1,0,0.0,21.6,13.6,15.5,290,34064.86,4.95
Sapiranga,Rio Grande do Sul,-29.6392382,-51.0068586,2025-05-11,20.0,12.2,3,1,0,0.0,19.2,11.5,12.2,119,33743.2,4.35
Sapiranga,Rio Grande do Sul,-29.6392382,-51.0068586,2025-05-12,22.5,8.0,0,0,0,0.0,22.7,7.1,13.2,104,34816.11,4.85
Sapucaia do Sul,Rio Grande do Sul,-29.8197019,-51.1608722,2025-05-10,22.4,14.9,15,2,0,0.0,21.5,14.9,17.7,286,34650.76,4.95
Sapucaia do Sul,Rio Grande do Sul,-29.8197019,-51.1608722,2025-05-11,20.1,12.4,5,1,0,0.0,19.1,11.6,12.3,136,34844.26,3.75
Sapucaia do Sul,Rio Grande do Sul,-29.8197019,-51.1608722,2025-05-12,22.6,9.7,0,0,0,0.0,22.8,9.0,16.4,105,34799.66,4.85
Sarandi,Rio Grande do Sul,-27.942,-52.923085,2025-05-10,21.2,13.9,0,0,0,0.0,20.7,12.8,11.2,170,34117.38,5.35
Sarandi,Rio Grande do Sul,-27.942,-52.923085,2025-05-11,20.4,10.3,0,0,0,0.0,19.8,8.9,11.1,117,35432.93,5.3
Sarandi,Rio Grande do Sul,-27.942,-52.923085,2025-05-12,21.7,12.4,0,0,0,0.0,21.8,10.7,15.3,69,35837.8,5.25
Seberi,Rio Grande do Sul,-27.4828134,-53.4013251,2025-05-10,21.1,13.6,0,0,0,0.0,20.2,12.4,9.6,168,35413.08,5.35
Seberi,Rio Grande do Sul,-27.4828134,-53.4013251,2025-05-11,20.1,11.6,0,0,0,0.0,19.4,10.0,10.7,143,36085.94,5.35
Seberi,Rio Grande do Sul,-27.4828134,-53.4013251,2025-05-12,21.1,10.1,0,0,0,0.0,21.2,9.0,10.8,101,36010.81,5.3
Sede Nova,Rio Grande do Sul,-27.636739,-53.94929,2025-05-10,21.7,13.8,0,0,0,0.0,21.2,13.0,10.1,159,34543.48,5.4
Sede Nova,Rio Grande do Sul,-27.636739,-53.94929,2025-05-11,21.0,11.6,0,0,0,0.0,20.4,10.3,10.0,115,36028.8,5.35
Sede Nova,Rio Grande do Sul,-27.636739,-53.94929,2025-05-12,21.9,12.7,0,0,0,0.0,21.8,11.1,16.4,69,34978.09,5.3
Segredo,Rio Grande do Sul,-29.3431272,-52.9793788,2025-05-10,21.2,12.9,0,0,0,0.0,20.9,12.8,9.3,224,34791.27,5.1
Segredo,Rio Grande do Sul,-29.3431272,-52.9793788,2025-05-11,19.9,9.4,0,0,0,0.0,19.1,7.9,11.9,119,35439.99,5.05
Segredo,Rio Grande do Sul,-29.3431272,-52.9793788,2025-05-12,22.5,10.9,0,0,0,0.0,22.3,9.6,12.2,87,34732.77,5.0
Selbach,Rio Grande do Sul,-28.6299869,-52.9530657,2025-05-10,21.3,14.3,0,0,0,0.0,20.6,13.8,9.3,212,35201.26,5.25
Selbach,Rio Grande do Sul,-28.6299869,-52.9530657,2025-05-11,20.8,9.3,0,0,0,0.0,20.4,8.5,12.9,110,35101.82,5.15
Selbach,Rio Grande do Sul,-28.6299869,-52.9530657,2025-05-12,22.1,11.3,0,0,0,0.0,21.5,10.4,15.8,70,34615.07,5.15
Senador Salgado Filho,Rio Grande do Sul,-28.0270233,-54.5435136,2025-05-10,22.3,14.6,0,0,0,0.0,21.9,14.3,9.5,169,34578.28,5.3
Senador Salgado Filho,Rio Grande do Sul,-28.0270233,-54.5435136,2025-05-11,22.0,14.1,0,0,0,0.0,21.4,13.2,9.7,128,35971.3,5.25
Senador Salgado Filho,Rio Grande do Sul,-28.0270233,-54.5435136,2025-05-12,22.9,12.9,0,0,0,0.0,23.0,11.8,14.5,65,35829.37,5.2
Sentinela do Sul,Rio Grande do Sul,-30.6118857,-51.5817117,2025-05-10,22.5,12.3,0,0,0,0.0,20.6,11.8,15.8,265,34944.49,4.8
Sentinela do Sul,Rio Grande do Sul,-30.6118857,-51.5817117,2025-05-11,18.3,10.3,3,0,0,0.0,17.3,9.4,10.5,211,33957.95,4.45
Sentinela do Sul,Rio Grande do Sul,-30.6118857,-51.5817117,2025-05-12,21.2,9.7,0,0,0,0.0,20.9,8.9,16.1,55,33908.92,4.7
Serafina Corrêa,Rio Grande do Sul,-28.7120266,-51.9343269,2025-05-10,20.0,13.7,0,0,0,0.0,19.6,12.8,7.9,202,34624.74,5.2
Serafina Corrêa,Rio Grande do Sul,-28.7120266,-51.9343269,2025-05-11,18.8,9.5,0,0,0,0.0,17.4,8.4,9.0,141,34574.45,5.15
Serafina Corrêa,Rio Grande do Sul,-28.7120266,-51.9343269,2025-05-12,21.0,9.2,0,0,0,0.0,20.2,8.1,11.4,52,35352.8,5.1
Sério,Rio Grande do Sul,-29.3844988,-52.2685744,2025-05-10,19.2,10.7,3,0,0,0.0,18.5,9.6,10.8,247,35708.14,5.1
Sério,Rio Grande do Sul,-29.3844988,-52.2685744,2025-05-11,16.1,10.3,0,0,0,0.0,14.9,8.8,11.2,130,34607.42,5.05
Sério,Rio Grande do Sul,-29.3844988,-52.2685744,2025-05-12,18.2,8.7,0,0,0,0.0,17.4,7.3,11.0,55,34802.87,5.0
Sertão,Rio Grande do Sul,-27.9853815,-52.257587,2025-05-10,19.7,12.9,0,0,0,0.0,19.1,12.1,11.3,193,34440.22,5.4
Sertão,Rio Grande do Sul,-27.9853815,-52.257587,2025-05-11,18.4,10.2,0,0,0,0.0,17.4,9.0,11.7,122,35654.57,5.35
Sertão,Rio Grande do Sul,-27.9853815,-52.257587,2025-05-12,18.8,10.3,0,0,0,0.0,17.8,8.5,16.9,74,35894.53,5.3
Sertão Santana,Rio Grande do Sul,-30.4617134,-51.6041992,2025-05-10,23.0,11.8,0,0,0,0.0,21.0,11.2,14.8,270,35050.64,4.8
Sertão Santana,Rio Grande do Sul,-30.4617134,-51.6041992,2025-05-11,18.6,12.9,3,0,0,0.0,17.7,12.2,10.9,185,34633.73,4.5
Sertão Santana,Rio Grande do Sul,-30.4617134,-51.6041992,2025-05-12,21.4,13.1,0,0,0,0.0,21.6,12.4,13.3,79,33659.59,4.75
Sete de Setembro,Rio Grande do Sul,-28.1297132,-54.462746,2025-05-10,22.6,16.3,0,0,0,0.0,22.3,16.0,8.6,165,34566.66,5.25
Sete de Setembro,Rio Grande do Sul,-28.1297132,-54.462746,2025-05-11,22.2,11.3,0,0,0,0.0,21.6,10.4,10.8,110,35942.43,5.2
Sete de Setembro,Rio Grande do Sul,-28.1297132,-54.462746,2025-05-12,23.6,12.6,0,0,0,0.0,24.1,11.6,13.8,68,35557.39,5.2
Severiano de Almeida,Rio Grande do Sul,-27.4332178,-52.1155068,2025-05-10,21.9,11.4,0,0,0,0.0,22.0,11.1,7.5,143,34886.69,5.4
Severiano de Almeida,Rio Grande do Sul,-27.4332178,-52.1155068,2025-05-11,20.7,7.7,0,0,0,0.0,20.0,6.5,11.1,128,35980.94,5.35
Severiano de Almeida,Rio Grande do Sul,-27.4332178,-52.1155068,2025-05-12,22.2,10.0,0,0,0,0.0,22.6,9.1,9.9,128,35286.98,5.3
Silveira Martins,Rio Grande do Sul,-29.64318,-53.5865469,2025-05-10,20.6,11.6,0,0,0,0.0,20.6,9.9,10.8,266,34519.19,5.05
Silveira Martins,Rio Grande do Sul,-29.64318,-53.5865469,2025-05-11,17.9,11.0,0,0,0,0.0,17.0,9.6,13.1,120,35189.44,4.95
Silveira Martins,Rio Grande do Sul,-29.64318,-53.5865469,2025-05-12,20.7,8.6,0,0,0,0.0,20.3,7.2,12.3,64,34801.17,4.95
Sinimbu,Rio Grande do Sul,-29.5346879,-52.5199906,2025-05-10,22.7,12.7,0,0,0,0.0,22.5,11.5,10.1,283,35315.95,4.95
Sinimbu,Rio Grande do Sul,-29.5346879,-52.5199906,2025-05-11,19.9,11.2,0,0,0,0.0,19.3,10.1,11.9,83,34981.19,4.5
Sinimbu,Rio Grande do Sul,-29.5346879,-52.5199906,2025-05-12,22.0,9.0,0,0,0,0.0,22.1,7.8,11.8,62,35035.08,4.9
Sobradinho,Rio Grande do Sul,-29.4131826,-53.0256794,2025-05-10,21.0,12.3,0,0,0,0.0,20.8,12.4,10.5,231,35731.19,5.1
Sobradinho,Rio Grande do Sul,-29.4131826,-53.0256794,2025-05-11,19.2,10.8,0,0,0,0.0,18.2,9.6,13.0,119,35004.99,5.0
Sobradinho,Rio Grande do Sul,-29.4131826,-53.0256794,2025-05-12,22.0,10.3,0,0,0,0.0,21.7,9.1,12.2,92,34744.32,5.0
Soledade,Rio Grande do Sul,-28.8272467,-52.5109157,2025-05-10,19.3,12.2,0,0,0,0.0,18.4,11.2,9.8,199,35848.02,5.25
Soledade,Rio Grande do Sul,-28.8272467,-52.5109157,2025-05-11,17.6,10.3,0,0,0,0.0,16.5,8.7,11.3,124,34957.27,5.15
Soledade,Rio Grande do Sul,-28.8272467,-52.5109157,2025-05-12,19.7,9.7,0,0,0,0.0,18.5,8.1,15.0,63,35539.35,5.1
Tabaí,Rio Grande do Sul,-29.6877843,-51.7180847,2025-05-10,22.3,13.9,3,0,0,0.0,22.1,13.5,11.8,283,35232.27,4.95
Tabaí,Rio Grande do Sul,-29.6877843,-51.7180847,2025-05-11,19.9,12.5,3,0,0,0.0,19.4,12.0,12.5,113,33499.18,3.75
Tabaí,Rio Grande do Sul,-29.6877843,-51.7180847,2025-05-12,21.8,8.6,0,0,0,0.0,21.5,7.7,10.7,96,34677.36,4.85
Tapejara,Rio Grande do Sul,-28.069233,-52.0117161,2025-05-10,19.9,11.0,0,0,0,0.0,19.7,10.2,12.1,188,34857.64,5.35
Tapejara,Rio Grande do Sul,-28.069233,-52.0117161,2025-05-11,18.9,8.6,0,0,0,0.0,18.2,7.2,11.2,135,35156.64,5.3
Tapejara,Rio Grande do Sul,-28.069233,-52.0117161,2025-05-12,19.5,11.0,0,0,0,0.0,18.5,9.3,17.8,64,35729.0,5.25
Tapera,Rio Grande do Sul,-28.6262957,-52.8680873,2025-05-10,21.2,14.2,0,0,0,0.0,20.5,13.7,9.3,212,35175.68,5.25
Tapera,Rio Grande do Sul,-28.6262957,-52.8680873,2025-05-11,20.8,9.2,0,0,0,0.0,20.4,8.4,12.9,110,35127.32,5.15
Tapera,Rio Grande do Sul,-28.6262957,-52.8680873,2025-05-12,22.0,11.3,0,0,0,0.0,21.5,10.3,15.8,70,34645.46,5.15
Tapes,Rio Grande do Sul,-30.6747721,-51.3986199,2025-05-10,23.2,12.4,0,0,0,0.0,21.2,12.2,15.3,264,34905.64,4.8
Tapes,Rio Grande do Sul,-30.6747721,-51.3986199,2025-05-11,18.9,13.7,3,1,0,0.0,18.0,12.8,11.0,199,33823.41,4.2
Tapes,Rio Grande do Sul,-30.6747721,-51.3986199,2025-05-12,21.6,14.6,0,0,0,0.0,21.3,15.0,17.1,64,33927.46,4.7
Taquara,Rio Grande do Sul,-29.6452036,-50.7832169,2025-05-10,22.4,14.4,8,1,0,0.0,21.4,13.8,12.7,283,35058.07,4.95
Taquara,Rio Grande do Sul,-29.6452036,-50.7832169,2025-05-11,19.9,12.8,20,3,0,0.1,19.5,12.6,8.4,112,33735.39,4.4
Taquara,Rio Grande do Sul,-29.6452036,-50.7832169,2025-05-12,22.0,10.1,0,0,0,0.0,22.7,9.1,10.1,114,34569.86,4.85
Taquari,Rio Grande do Sul,-29.7942136,-51.8647988,2025-05-10,22.5,13.4,3,0,0,0.0,22.0,13.3,12.6,272,35306.6,4.95
Taquari,Rio Grande do Sul,-29.7942136,-51.8647988,2025-05-11,20.1,11.4,3,0,0,0.0,19.4,11.0,12.5,124,34004.07,4.35
Taquari,Rio Grande do Sul,-29.7942136,-51.8647988,2025-05-12,21.9,10.2,0,0,0,0.0,21.2,9.5,12.0,107,34923.24,4.85
Taquaruçu do Sul,Rio Grande do Sul,-27.4003987,-53.4684102,2025-05-10,21.1,14.2,0,0,0,0.0,20.6,14.0,9.1,160,35453.66,5.35
Taquaruçu do Sul,Rio Grande do Sul,-27.4003987,-53.4684102,2025-05-11,20.1,12.5,0,0,0,0.0,19.3,10.8,10.5,130,36114.39,5.35
Taquaruçu do Sul,Rio Grande do Sul,-27.4003987,-53.4684102,2025-05-12,21.2,11.1,0,0,0,0.0,21.3,9.9,12.9,83,36039.66,5.3
Tavares,Rio Grande do Sul,-31.287471,-51.0897986,2025-05-10,21.7,16.4,25,1,0,0.0,20.4,15.6,20.2,254,34632.84,4.65
Tavares,Rio Grande do Sul,-31.287471,-51.0897986,2025-05-11,19.5,14.4,50,7,0,0.0,18.2,13.8,15.5,178,34368.21,4.6
Tavares,Rio Grande do Sul,-31.287471,-51.0897986,2025-05-12,21.2,13.7,0,0,0,0.0,19.4,12.9,23.9,59,34329.48,4.6
Tenente Portela,Rio Grande do Sul,-27.371058,-53.758484,2025-05-10,21.6,12.9,0,0,0,0.0,21.1,12.0,9.8,170,34663.43,5.35
Tenente Portela,Rio Grande do Sul,-27.371058,-53.758484,2025-05-11,20.8,9.1,0,0,0,0.0,19.9,7.8,10.4,134,36114.39,5.3
Tenente Portela,Rio Grande do Sul,-27.371058,-53.758484,2025-05-12,21.7,11.6,0,0,0,0.0,21.6,10.4,13.7,83,36035.48,5.3
Terra de Areia,Rio Grande do Sul,-29.5789455,-50.06336,2025-05-10,22.7,16.9,3,0,0,0.0,21.6,16.2,17.5,258,34989.36,5.0
Terra de Areia,Rio Grande do Sul,-29.5789455,-50.06336,2025-05-11,20.4,14.6,10,1,0,0.0,19.8,14.6,9.6,226,34808.89,4.65
